codaz;lat;lon;nord;est;hsize
118BG038/4;45,9795804;9,932227406;5092215;1572211;3
118BG039/4;45,98358548;9,930022364;5092658;1572035;9
118BG042/4;45,97256382;9,93067698;5091434;1572100;7
118BG044/1;45,96667171;9,931404372;5090780;1572164;2
118BG045/1;45,97915173;9,940611279;5092175;1572861;2
118BG047/3;45,96565882;9,942977166;5090678;1573062;1
118BG056/2;45,96843843;9,94097212;5090985;1572903;1
118BG057/2;45,97441709;9,93026469;5091722;1572069;2
118BG060/5;45,97791946;9,93671321;5092117;1572564;8
119BG001/4;45,72530456;9,91711257;5064032;1571368;1
119BG002/1;45,72410408;9,91076466;5063811;1570872;1
119BG003/2;45,73038006;9,939372063;5064534;1573090;0
119BG005/1;45,72867129;9,912535231;5064320;1571004;5
119BG010/6;45,7290401;9,93923395;5064385;1573081;54
119BG011/1;45,73195662;9,91252444;5064685;1570999;21
119BG012/6;45,72661033;9,92594386;5064103;1572050;1
119BG016/1;45,7253263;9,923339659;5063958;1571849;8
119BG042/1;45,72472236;9,91223966;5063881;1570986;0
119BG044/1;45,72713762;9,91072397;5064148;1570865;0
119BG057/4;45,72679534;9,90851405;5064190;1570697;13
119BG069/1;45,73138989;9,95219503;5064740;1574090;33
119BG074/12;45,7314654;9,952663138;5064748;1574126;3
119BG075/1;;;;;2
120BG001/1;45,64227737;9,862153825;5054678;1567187;19
120BG004/1;45,6413573;9,883632489;5054594;1568862;0
120BG005/1;45,64560003;9,866734622;5055051;1567540;69
120BG007/1;45,6157158;9,87638104;5051739;1568328;9
120BG009/3;45,63716947;9,873022685;5054201;1568043;2
120BG010/1;45,62538853;9,879135707;5052816;1568531;191
120BG011/1;45,62618221;9,871874607;5052898;1567964;23
120BG014/1;45,6212516;9,873991632;5052352;1568135;2
120BG017/3;45,61978534;9,884409703;5052198;1568949;84
120BG021/3;45,64275761;9,865304982;5054734;1567432;2
120BG023/1;45,63843656;9,879544895;5054266;1568547;0
120BG025/2;45,62796376;9,882511334;5053105;1568791;3
120BG029/1;45,64514972;9,864392191;5054999;1567358;6
120BG032/1;45,64607276;9,886080605;5055120;1569047;0
120BG037/3;45,65341246;9,87621122;5055927;1568269;0
120BG040/1;45,65403519;9,873641211;5055994;1568068;0
120BG041/7;45,64554098;9,886174886;5055061;1569055;3
120BG042/1;45,63532342;9,859275946;5053903;1566971;1
120BG043/1;45,64695857;9,869180955;5055204;1567729;1
120BG047/1;45,61207806;9,868308903;5051328;1567703;0
120BG050/5;45,65464798;9,879413441;5056067;1568517;3
120BG064/1;45,63777964;9,871076334;5054267;1567891;0
121BG001/1;45,97913556;9,747720056;5092015;1557919;42
121BG002/1;45,97734683;9,748741619;5091817;1558000;1
121BG004/3;45,97361801;9,729664985;5091389;1556526;4
121BG005/1;45,96953573;9,737484735;5090941;1557136;37
121BG006/4;45,9799033;9,750054089;5092102;1558099;44
121BG011/1;45,98123856;9,748187275;5092249;1557953;0
122BG001/4;45,47833605;9,73013365;5036362;1557064;704
122BG005/1;45,47743954;9,740766883;5036270;1557896;342
122BG007/1;45,4752772;9,761630758;5036045;1559529;690
122BG008/1;45,48025641;9,725398741;5036572;1556692;242
122BG009/1;45,4817365;9,726198227;5036737;1556753;398
122BG010/1;45,46322493;9,750724125;5034698;1558689;7
122BG011/1;45,47532179;9,743924803;5036037;1558145;102
122BG016/1;45,47566424;9,760279822;5036087;1559423;3
122BG018/2;45,4763745;9,759048349;5036165;1559326;4
123BG008/1;45,66793437;9,624558559;5057438;1548651;1
124BG002/1;45,79389129;9,891802641;5071548;1569310;22
124BG004/7;45,79372582;9,89109235;5071529;1569255;121
124BG005/1;45,79581221;9,875003341;5071747;1568002;8
124BG006/1;45,79422152;9,888694201;5071582;1569068;3
124BG008/1;45,79672782;9,89162912;5071863;1569293;1
124BG010/9;45,79373145;9,88921394;5071528;1569109;0
124BG010/10;45,79373145;9,88921394;5071528;1569109;1
124BG012/1;45,79155928;9,879131124;5071278;1568328;10
124BG016/1;45,79719678;9,871666651;5071898;1567741;6
124BG019/1;45,7943566;9,887525488;5071596;1568977;32
124BG021/5;45,79252615;9,894881625;5071399;1569551;15
124BG027/2;45,79323153;9,89215238;5071475;1569338;0
124BG034/1;45,80145261;9,875387543;5072374;1568025;3
124BG039/1;45,79089565;9,88803091;5071294;1569024;35
124BG048/2;45,79149551;9,87453699;5071267;1567971;2
124BG050/2;45,79455501;9,89670254;5071626;1569690;0
124BG054/5;45,7926855;9,87781074;5071402;1568224;7
124BG061/1;45,78851191;9,87393715;5070935;1567928;0
124BG063/1;45,79254725;9,87940397;5071388;1568348;0
124BG066/3;45,79599474;9,878851342;5071852;1568304;1
124BG066/4;45,79599474;9,878851342;5071852;1568304;1
125BG001/1;45,94422434;9,688821434;5088095;1553390;11
125BG005/1;45,92518744;9,6693182;5085967;1551896;22
126BG003/2;45,61831825;9,628695585;5051847;1549014;0
126BG004/1;45,62842387;9,638853187;5052976;1549797;45
126BG017/1;45,62656117;9,61076414;5052752;1547609;0
127BG004/1;45,84155284;9,530913314;5076594;1541226;3
127BG006/1;45,83564045;9,53071551;5075937;1541215;2
127BG008/6;45,84158579;9,521796403;5076593;1540518;4
127BG009/1;45,83903398;9,524785759;5076311;1540752;9
127BG010/1;45,8358176;9,529390957;5075956;1541112;2
127BG014/1;45,83991168;9,529635771;5076411;1541128;0
127BG018/1;45,83927735;9,526668072;5076339;1540898;67
127BG020/2;45,84182908;9,523704543;5076621;1540666;3
127BG024/1;45,8417469;9,523961323;5076612;1540686;11
127BG025/6;45,83774998;9,52803147;5076170;1541005;0
127BG027/3;45,84814511;9,54726783;5077335;1542491;0
127BG032/1;45,83895097;9,52718007;5076303;1540938;1
127BG038/1;45,83914015;9,527143224;5076324;1540935;3
127BG043/1;45,8384846;9,528772384;5076252;1541062;19
127BG045/4;45,84700495;9,52357275;5077196;1540652;3
127BG048/2;45,8352234;9,53136823;5075891;1541266;2
127BG052/1;45,84001827;9,52415203;5076502;1540705;12
127BG062/1;45,83805869;9,529252353;5076211;1541129;1
128BG001/3;45,81737902;10,07243521;5074330;1583314;6
128BG002/1;45,81016755;10,06010876;5073516;1582367;2
128BG007/1;45,82401458;10,07699101;5075072;1583658;2
128BG016/1;45,81778322;10,06094828;5074363;1582421;17
128BG018/1;45,83523227;10,06126678;5076302;1582420;26
128BG022/1;45,83587866;10,06020217;5076455;1582340;33
128BG037/1;45,82051903;10,07413;5074762;1583444;6
129BG002/6;45,57035379;9,631761846;5046520;1549295;23
129BG006/1;45,56264793;9,636826604;5045667;1549697;3
129BG012/1;45,57160376;9,636838007;5046662;1549690;0
129BG016/4;45,56235569;9,65113168;5045725;1550817;11
130BG002/2;45,71914988;9,875541371;5063230;1568137;17
130BG005/1;45,72050853;9,872067484;5063378;1567865;2
130BG008/1;45,71619063;9,876458832;5062902;1568212;2
130BG015/1;45,71870323;9,871564;5063177;1567828;4
130BG022/3;45,71992702;9,87166667;5063395;1567838;0
131BG001/1;45,64567086;9,554008233;5054843;1543170;0
131BG002/1;45,64482004;9,554987941;5054749;1543247;0
131BG004/2;45,65214251;9,548386529;5055559;1542727;14
131BG016/1;45,64664897;9,55347717;5055033;1543131;0
132BG003/4;45,70507271;9,526037283;5061428;1540947;9
132BG003/1;45,70507271;9,526037283;5061428;1540947;30
132BG008/2;45,71520603;9,526350664;5062554;1540964;1
132BG010/1;45,70773521;9,539923778;5061731;1542026;2
132BG011/2;45,71532066;9,557252144;5062583;1543369;2
132BG013/1;45,69191267;9,54168529;5059974;1542175;0
132BG015/1;45,70116537;9,549237573;5061006;1542756;28
132BG016/3;45,70360691;9,519844761;5061262;1540466;2
132BG029/1;45,7093913;9,543729582;5061917;1542321;4
132BG030/1;45,71370959;9,551672951;5062401;1542936;2
132BG052/1;45,70487182;9,52331147;5061486;1540738;0
132BG066/1;45,70924311;9,543190251;5061981;1542282;0
133BG003/2;45,56199224;9,796038659;5045705;1562123;737
133BG004/1;45,56580123;9,780138637;5046116;1560878;1
133BG006/1;45,56280759;9,770307642;5045776;1560114;0
133BG007/2;45,56216798;9,770388602;5045705;1560121;70
133BG007/4;45,56216798;9,770388602;5045705;1560121;10
133BG008/1;45,54265335;9,792858241;5043554;1561896;5
133BG008/10;45,54265335;9,792858241;5043554;1561896;1
133BG010/1;45,5564542;9,795102104;5045089;1562056;73
133BG012/6;45,55950886;9,752042727;5045396;1558692;19
133BG014/1;45,56302337;9,751410457;5045786;1558639;185
133BG015/1;45,56372165;9,753354644;5045865;1558790;529
133BG016/1;45,57305419;9,765756975;5046911;1559748;1
133BG017/1;45,56784024;9,77546383;5046339;1560511;808
133BG018/1;45,57317924;9,763208298;5046923;1559549;0
133BG020/1;45,56287527;9,770949247;5045784;1560164;116
133BG022/1;45,54722704;9,744487658;5044026;1558115;214
133BG024/1;45,5515793;9,773587717;5044531;1560382;334
133BG024/2;45,5515793;9,773587717;5044531;1560382;56
133BG025/1;45,54683921;9,763710307;5043997;1559616;2
133BG026/3;45,54647964;9,763641392;5043957;1559611;4
133BG027/1;45,55562425;9,778370789;5044984;1560751;179
133BG028/1;45,55627766;9,777585452;5045056;1560689;28
133BG030/1;45,55082949;9,792383807;5044462;1561850;2
133BG031/1;45,55055688;9,791457601;5044431;1561778;2
133BG033/1;45,54827045;9,752840923;5044148;1558766;277
133BG034/1;45,55342029;9,77950623;5044740;1560842;498
133BG035/1;45,57995101;9,755968359;5047670;1558977;129
133BG036/1;45,54380162;9,767038049;5043662;1559879;341
133BG037/1;45,54381651;9,758058943;5043657;1559178;230
133BG038/1;45,56295013;9,781137108;5045800;1560959;54
133BG041/1;45,55658336;9,785533221;5045096;1561309;197
133BG044/2;45,56952171;9,75008737;5046507;1558529;85
133BG046/2;45,57840274;9,758303517;5047581;1559164;10
133BG047/1;45,5595912;9,749096865;5045403;1558462;53
133BG050/1;45,54307601;9,782463175;5043593;1561084;7
133BG056/1;45,5704602;9,785905913;5046638;1561323;4
133BG058/1;45,56720369;9,767087144;5046262;1559858;0
133BG065/1;45,55464724;9,796075956;5044889;1562134;3
133BG072/1;45,56063151;9,748303453;5045518;1558399;1
133BG077/6;45,56996624;9,777851065;5046577;1560695;0
133BG078/1;45,56036306;9,794747178;5045523;1562024;0
133BG081/1;45,56635016;9,773533996;5046172;1560362;279
133BG089/3;45,56329891;9,76818728;5045829;1559948;3
133BG095/9;45,56046768;9,74779562;5045581;1558363;0
133BG110/2;45,55544841;9,7459354;5045022;1558223;8
134BG005/1;46,015998;9,666601203;5096055;1551601;0
134BG010/1;46,00949202;9,667943912;5095333;1551711;59
134BG017/3;46,01077017;9,66483345;5095473;1551469;0
134BG020/3;46,0230752;9,66297828;5096839;1551314;5
135BG003/1;45,46710837;9,627628074;5035047;1549062;0
135BG004/2;45,46971125;9,622399225;5035333;1548651;23
135BG005/1;45,46599202;9,627666864;5034923;1549066;157
135BG008/1;45,47463721;9,630180727;5035885;1549255;1
135BG009/1;45,46817516;9,621832274;5035162;1548608;1
135BG010/1;45,46956905;9,622065058;5035317;1548625;6
135BG012/1;45,47482312;9,61921865;5035899;1548398;47
135BG014/1;45,47774918;9,62841935;5036311;1549118;7
135BG016/2;45,47468383;9,629886993;5035890;1549232;190
135BG016/1;45,47468383;9,629886993;5035890;1549232;161
135BG023/4;45,46680724;9,6245626;5035093;1548826;5
135BG025/1;45,46644174;9,626085674;5034972;1548942;1
135BG027/1;45,46988191;9,622465064;5035352;1548656;5
136BG001/1;45,95152256;9,706691938;5088918;1554768;1
136BG003/5;45,9529678;9,70292965;5089076;1554475;3
136BG004/1;45,95348023;9,69714252;5089129;1554026;23
136BG005/3;45,95304146;9,70265961;5089084;1554454;1
137BG005/2;45,7578836;9,92754075;5067579;1572134;1
137BG025/1;45,75734678;9,92157858;5067514;1571671;1
137BG027/8;45,77222687;9,9433922;5069187;1573348;1
137BG028/7;45,76261427;9,93241561;5068109;1572507;4
137BG028/8;45,76261427;9,93241561;5068109;1572507;2
137BG032/3;45,74904814;9,93488963;5066604;1572717;0
137BG041/3;45,76413756;9,94195012;5068369;1573250;1
137BG047/1;45,75277026;9,96563395;5067128;1575107;63
137BG051/1;45,76511848;9,940832158;5068476;1573161;3
139BG001/1;45,67032791;9,799664484;5057744;1562286;2
139BG002/1;45,67141997;9,801811194;5057867;1562452;1
140BG008/1;45,53083617;9,71201239;5042182;1555596;2
140BG010/1;45,53294553;9,714395438;5042418;1555780;2
140BG011/2;45,53287315;9,695478884;5042397;1554303;11
140BG012/1;45,53292072;9,695056846;5042402;1554270;0
140BG013/1;45,52447133;9,691674824;5041461;1554014;145
140BG014/2;45,55150443;9,702946675;5044472;1554868;30
140BG016/1;45,52854193;9,707501432;5041924;1555246;1
141BG003/5;45,59478476;9,791822207;5049345;1561758;0
141BG003/4;45,59478476;9,791822207;5049345;1561758;0
141BG005/1;45,60041502;9,816737868;5049990;1563695;197
141BG007/1;45,59869451;9,802995043;5049869;1562628;68
141BG008/1;45,58464348;9,792730849;5048219;1561840;134
141BG008/3;45,58464348;9,792730849;5048219;1561840;137
141BG009/1;45,59149584;9,805224306;5048990;1562807;22
141BG012/1;45,57813545;9,808212095;5047508;1563055;279
141BG013/1;45,59029461;9,810899158;5048861;1563251;309
141BG017/1;45,59241251;9,810519385;5049096;1563219;1
141BG024/6;45,59151564;9,804968187;5048992;1562787;1
141BG025/6;45,59702274;9,808995855;5049607;1563095;0
141BG032/1;45,59172069;9,811611969;5049020;1563305;2
141BG040/2;45,5865129;9,793128894;5048427;1561869;0
141BG041/1;45,59426972;9,81641801;5049307;1563677;3
141BG043/1;45,58299472;9,805833492;5048046;1562864;1
141BG043/4;45,58299472;9,805833492;5048046;1562864;379
141BG045/4;45,58937752;9,810757765;5048759;1563241;0
141BG056/1;45,58623248;9,80536039;5048487;1562827;0
142BG004/1;45,46234636;9,679659483;5034551;1553134;105
142BG007/1;45,48342056;9,695663987;5036903;1554365;83
142BG012/1;45,45985771;9,690897822;5034282;1554015;0
142BG014/1;45,46226061;9,678942169;5034541;1553078;116
142BG015/1;45,45774289;9,68784084;5034045;1553778;304
142BG016/1;45,45952511;9,689333362;5034244;1553893;22
142BG017/1;45,48223348;9,675982988;5036758;1552828;348
142BG018/2;45,45868077;9,689041702;5034150;1553871;264
142BG020/1;45,45872431;9,689285242;5034155;1553890;85
142BG021/1;45,47305518;9,693553605;5035750;1554210;56
142BG022/1;45,48391568;9,692688678;5036956;1554132;185
142BG031/12;45,48681365;9,701604835;5037284;1554826;37
142BG031/21;45,48681365;9,701604835;5037284;1554826;0
142BG031/23;45,48681365;9,701604835;5037284;1554826;3
142BG031/24;45,48681365;9,701604835;5037284;1554826;0
142BG042/1;45,48094924;9,695128051;5036709;1554328;1
144BG003/4;45,72715575;9,767202799;5064033;1559697;1
144BG004/1;45,74714736;9,76163992;5066250;1559243;3
144BG009/6;45,72377522;9,76932827;5063659;1559866;0
144BG009/4;45,72377522;9,76932827;5063659;1559866;1
144BG011/2;45,782502;9,731260474;5070156;1556844;9
144BG014/4;45,7618087;9,752220644;5067872;1558495;6
144BG015/1;45,75728849;9,740099109;5067361;1557557;0
144BG016/1;45,73021328;9,76087012;5064368;1559201;0
144BG017/1;45,7380937;9,745386419;5065314;1557991;0
144BG020/4;45,74234092;9,74111007;5065701;1557651;3
144BG023/1;45,76185545;9,749212245;5067875;1558261;3
144BG024/1;45,76198247;9,747683708;5067888;1558142;4
144BG028/1;45,72460082;9,764327882;5063747;1559476;1
144BG040/1;45,73584067;9,75786173;5064991;1558961;0
144BG043/1;45,73153968;9,76037403;5064515;1559161;1
144BG046/1;45,73179202;9,76032604;5064543;1559157;0
144BG049/1;45,76227929;9,747713388;5067921;1558144;1
144BG050/1;45,75766169;9,762747204;5067419;1559318;3
144BG063/3;45,73867966;9,76674351;5065313;1559649;1
144BG066/1;45,72524042;9,762897321;5063817;1559364;2
144BG067/1;45,72170041;9,76868302;5063428;1559818;1
144BG071/1;45,75713722;9,77116206;5067367;1559973;1
144BG073/1;45,73616176;9,75830308;5065027;1558995;1
144BG074/1;45,73696569;9,75922655;5065117;1559066;0
144BG081/1;45,73292733;9,75878629;5064668;1559036;0
144BG082/1;45,78203189;9,732990936;5070105;1556979;13
144BG090/1;45,75668088;9,73802096;5067292;1557396;6
144BG123/1;45,75763167;9,740491572;5067481;1557590;7
144BG127/3;45,75880986;9,729924104;5067604;1556767;2
144BG128/1;45,7214803;9,767831032;5063484;1559755;0
144BG136/1;45,73726928;9,774586178;5065244;1560264;0
145BG005/1;45,96548281;9,655154442;5090435;1550761;10
145BG008/1;45,9718133;9,63380241;5091125;1549101;0
145BG009/1;45,97089487;9,646738044;5091031;1550104;2
145BG013/1;45,97151758;9,635193052;5091093;1549209;2
145BG014/2;45,96648149;9,65364325;5090545;1550643;14
145BG019/1;45,97183824;9,648620616;5091137;1550249;0
145BG023/3;45,98067426;9,66575158;5092212;1551571;1
145BG025/2;45,9715473;9,646116639;5091185;1550058;1
146BG003/1;45,90159555;9,794763919;5083435;1561649;38
146BG005/1;45,90321508;9,771182316;5083597;1559818;8
146BG009/1;45,89549551;9,786633654;5082751;1561025;18
146BG010/2;45,89540046;9,77285302;5082730;1559956;71
146BG017/10;45,90161476;9,766906039;5083416;1559488;22
146BG020/1;45,90808226;9,771481735;5084138;1559836;3
146BG022/2;45,90512354;9,772459259;5083810;1559915;25
146BG023/3;45,89381501;9,79924168;5082574;1562005;42
146BG024/5;45,89434778;9,79899152;5082633;1561985;18
146BG025/2;45,89330924;9,78651258;5082508;1561018;15
146BG027/1;45,88786705;9,772864613;5081893;1559965;0
146BG032/1;45,8979021;9,779552074;5083013;1560473;3
146BG033/1;45,91841485;9,78302159;5085377;1560723;50
146BG035/3;45,90089516;9,793232776;5083356;1561531;7
146BG040/2;45,89433084;9,796258674;5082629;1561773;14
146BG047/1;45,89650269;9,793273398;5082868;1561539;12
146BG056/1;45,89650572;9,792835177;5082868;1561505;2
146BG064/4;45,89897222;9,79537105;5083144;1561699;0
146BG069/1;45,90428257;9,77304063;5083717;1559961;0
146BG070/4;45,90397469;9,77464785;5083684;1560086;1
146BG080/2;45,90359848;9,767119514;5083718;1559505;0
146BG085/1;;;;;1
147BG003/1;45,91559427;9,945726913;5085118;1573341;18
147BG007/2;45,91834249;9,946101892;5085506;1573369;1
147BG009/5;45,92810137;9,98451568;5086544;1576332;3
147BG011/2;45,92388908;9,971905805;5086064;1575360;31
147BG017/1;45,91313874;9,94117232;5084841;1572991;21
147BG019/3;45,92852804;9,9794745;5086669;1575944;2
147BG023/1;45,92027762;9,948317004;5085723;1573539;15
148BG004/1;45,85944991;9,82104753;5078773;1563736;27
148BG006/3;45,87740176;9,810255741;5080759;1562878;0
148BG008/1;45,87708434;9,81791446;5080812;1563476;14
148BG011/1;45,88542096;9,807164547;5081654;1562658;3
148BG014/3;45,88182051;9,79618689;5081321;1561784;1
148BG015/9;45,87560424;9,81973531;5080649;1563619;30
148BG016/2;45,86051108;9,82741388;5078896;1564229;0
148BG027/1;45,86941631;9,809276566;5079871;1562811;22
148BG037/8;45,88213044;9,8084945;5081283;1562736;1
148BG040/3;45,88748548;9,799563378;5081871;1562037;22
149BG005/1;45,88487714;10,02193786;5081778;1579295;3
149BG009/1;45,89683898;10,00224068;5083170;1577753;13
149BG012/10;45,8783553;10,03157304;5081063;1580052;4
149BG012/14;45,8783553;10,03157304;5081063;1580052;12
149BG013/5;45,89556437;10,00527373;5082949;1577987;56
149BG019/4;45,88572375;10,01480072;5081865;1578740;2
149BG023/1;45,8936534;10,02549464;5082839;1579562;6
149BG037/1;45,87914338;10,00995573;5081211;1578376;3
150BG006/1;45,67276192;9,686937084;5057933;1553503;0
151BG001/1;45,98745468;9,576138448;5092829;1544621;0
151BG012/2;45,98510438;9,578166889;5092569;1544780;0
151BG014/1;45,98010991;9,581587615;5092016;1545049;6
151BG016/1;45,99033528;9,581371797;5093152;1545024;0
151BG022/1;45,99248079;9,56995386;5093384;1544138;0
151BG024/1;45,99384378;9,56734656;5093534;1543935;0
151BG030/1;45,99005034;9,580728397;5093202;1544977;1
151BG031/1;45,99135324;9,57916381;5093346;1544855;0
151BG032/1;45,99128168;9,579101258;5093338;1544850;0
151BG033/2;45,99852314;9,55413399;5094129;1542911;0
151BG036/1;45,99429208;9,563774877;5093588;1543687;0
152BG001/1;45,62689563;9,593398404;5052779;1546255;0
152BG002/1;45,6339869;9,570674603;5053554;1544478;346
152BG003/2;45,63569133;9,573617169;5053745;1544706;63
152BG004/1;45,6310283;9,593146899;5053238;1546232;0
152BG006/1;45,63399458;9,56550427;5053552;1544075;293
152BG008/1;45,63031137;9,571317276;5053146;1544531;111
152BG011/3;45,62821623;9,572707146;5052914;1544641;2
152BG013/2;45,62811909;9,572334133;5052903;1544612;165
152BG015/1;45,62475558;9,59124645;5052540;1546089;202
152BG016/10;45,6294333;9,598684948;5053064;1546665;12
152BG016/1;45,6294333;9,598684948;5053064;1546665;4
152BG016/5;45,6294333;9,598684948;5053064;1546665;5
152BG019/1;45,63249102;9,576407036;5053391;1544926;3
152BG022/1;45,62668578;9,579913819;5052748;1545204;14
152BG023/1;45,62616996;9,580460111;5052691;1545247;191
152BG025/1;45,62928238;9,58082575;5053037;1545273;0
152BG035/2;45,63439812;9,578402371;5053604;1545080;94
153BG005/1;45,60939147;9,573516022;5050823;1544719;11
153BG012/1;45,61541833;9,591905127;5051503;1546148;3
153BG014/1;45,62182384;9,606236116;5052223;1547260;0
154BG005/3;45,53210706;9,680690609;5042302;1553149;0
154BG006/1;45,5286217;9,662643607;5041903;1551743;0
154BG014/1;45,53273939;9,67727882;5042370;1552882;0
155BG001/1;45,72643785;9,613264197;5063850;1547719;19
155BG002/1;45,73131158;9,6090763;5064389;1547389;0
155BG007/3;45,73155655;9,60190747;5064412;1546831;0
156BG001/1;45,75332944;9,519187105;5066786;1540379;4
156BG005/1;45,76448047;9,513362102;5068022;1539918;0
156BG006/1;45,73412127;9,533070157;5064659;1541473;0
156BG007/2;45,7539157;9,524836869;5066854;1540818;2
156BG008/1;45,74646428;9,543870455;5066036;1542304;36
156BG009/1;45,74695032;9,549518803;5066093;1542743;20
156BG010/1;45,72990579;9,529881422;5064189;1541228;0
156BG012/1;45,74434152;9,556679212;5065807;1543302;82
156BG020/2;45,73472201;9,533564275;5064726;1541511;0
156BG023/5;45,74253834;9,534679869;5065595;1541592;17
156BG025/1;45,73078939;9,539181727;5064292;1541951;1
156BG029/1;45,75258104;9,537025618;5066712;1541767;0
156BG031/2;45,73565328;9,5479043;5064837;1542626;3
156BG032/6;45,74679968;9,526042961;5066064;1540917;7
156BG033/1;45,73061359;9,55523207;5064281;1543200;66
156BG034/2;45,74456511;9,553261973;5065830;1543036;10
156BG035/1;45,75368538;9,527946156;5066830;1541060;1
156BG036/4;45,7347616;9,551777153;5064740;1542928;0
156BG038/1;45,73294507;9,530514196;5064527;1541275;1
156BG042/5;45,75631301;9,539632936;5067128;1541967;0
156BG043/1;45,73967515;9,56302132;5065292;1543799;157
156BG045/1;45,74037499;9,561640098;5065369;1543691;1
156BG047/1;45,75763383;9,536289687;5067273;1541706;2
156BG048/1;45,73339138;9,529374541;5064576;1541186;2
156BG050/2;45,73248902;9,552693018;5064488;1543001;4
156BG051/8;45,74658695;9,538870827;5066047;1541915;7
156BG051/11;45,74658695;9,538870827;5066047;1541915;1
156BG052/4;45,7482044;9,520000992;5066217;1540446;2
156BG053/2;45,74647786;9,533341893;5066032;1541485;2
156BG055/2;45,72775559;9,543110755;5063957;1542259;1
156BG067/1;45,75797033;9,515964114;5067300;1540125;3
156BG068/1;45,76412553;9,514233303;5067983;1539986;1
156BG072/1;45,73772289;9,54989111;5065068;1542779;1
156BG088/7;45,72974375;9,55826932;5064186;1543437;4
156BG091/1;45,73138886;9,53031955;5064354;1541261;0
156BG099/2;45,73201;9,53029972;5064423;1541259;3
156BG101/3;45,72958961;9,55849911;5064169;1543455;0
156BG113/4;45,75302258;9,5334425;5066841;1541491;0
156BG118/1;45,73382438;9,529012216;5064705;1541160;1
156BG119/1;45,75655578;9,51745453;5067225;1540244;0
157BG006/1;45,5865436;9,852635138;5048478;1566511;479
157BG012/1;45,60198929;9,84776555;5050190;1566113;3
157BG016/1;45,60222047;9,84971085;5050299;1566268;90
157BG018/1;45,57405806;9,838207547;5047079;1565400;135
157BG019/2;45,57904191;9,828694311;5047625;1564652;105
157BG020/1;45,57139261;9,82724907;5046774;1564548;68
157BG029/1;45,58470505;9,834661303;5048259;1565111;3
157BG030/2;45,58444935;9,824446936;5048229;1564343;2
157BG032/1;45,57589663;9,820509551;5047269;1564017;104
157BG037/2;45,60237587;9,849040807;5050234;1566212;2
157BG038/1;45,58214298;9,829278257;5047970;1564694;4
157BG041/1;45,58547273;9,833070327;5048343;1564986;2
157BG044/1;45,57564452;9,8395439;5047338;1565506;0
157BG047/1;45,59256907;9,82262407;5049123;1564163;1
157BG051/1;45,59687837;9,831623476;5049609;1564860;1
157BG056/3;45,58379146;9,826610652;5048151;1564484;406
157BG056/4;45,58379146;9,826610652;5048151;1564484;1
157BG059/3;45,58259841;9,82647076;5048100;1564478;3
157BG066/1;45,57359555;9,82924788;5047102;1564705;7
157BG072/1;45,59593936;9,818741823;5049576;1563859;0
158BG004/4;45,87723043;9,891342907;5080807;1569171;9
158BG007/1;45,87652169;9,87825277;5080717;1568156;12
158BG008/1;45,87691616;9,879624856;5080762;1568262;5
158BG014/2;45,88840273;9,895594174;5082052;1569487;0
158BG018/7;45,87267795;9,887649589;5080298;1568890;1
158BG019/4;45,89836912;9,90352341;5083248;1570093;55
158BG021/1;45,88415098;9,90859361;5081591;1570501;62
158BG024/1;45,88653053;9,878204178;5081829;1568140;14
158BG026/3;45,8823413;9,88920804;5081373;1568999;3
158BG028/3;45,88032437;9,900812315;5081159;1569902;8
158BG036/4;45,88159914;9,88973745;5081291;1569041;6
158BG038/1;45,88022536;9,882344522;5081132;1568469;10
158BG038/4;45,88022536;9,882344522;5081132;1568469;23
158BG044/1;45,89703979;9,91758195;5083031;1571182;3
158BG049/3;45,87771005;9,88521693;5080855;1568695;3
158BG058/1;45,87665124;9,878963515;5080732;1568211;23
158BG065/6;45,87704532;9,875696769;5080773;1567957;2
158BG070/4;45,88612591;9,898998638;5081802;1569754;6
158BG088/2;45,88213871;9,88515835;5081347;1568685;1
158BG101/3;45,87447211;9,87909669;5080490;1568224;2
159BG001/2;45,72889867;10,03085025;5064457;1580210;7
159BG008/6;45,73084068;10,03008913;5064672;1580148;0
159BG017/1;45,73948474;10,03997511;5065724;1580908;1
159BG022/1;45,74017481;10,02903953;5065708;1580053;0
159BG023/1;45,73132978;10,02874865;5064725;1580043;1
159BG039/2;45,73694256;10,03406131;5065436;1580452;23
160BG003/1;45,69919661;9,743134957;5060909;1557853;269
160BG004/2;45,6930851;9,736182897;5060225;1557318;41
160BG006/2;45,69366738;9,739401394;5060292;1557568;7
160BG008/2;45,69801554;9,742053235;5060777;1557770;0
160BG010/1;45,69292112;9,758515216;5060223;1559057;3
160BG016/1;45,69464159;9,736280366;5060398;1557324;0
160BG017/3;45,69578447;9,74326961;5060530;1557867;9
160BG022/1;45,69671181;9,74347017;5060715;1557885;0
161BG003/1;45,79857794;9,90132214;5072077;1570044;0
161BG007/2;45,79360641;9,907417917;5071530;1570524;21
161BG014/1;45,79973801;9,90258901;5072207;1570141;6
161BG020/1;45,80411259;9,89683003;5072688;1569688;1
161BG021/7;45,79988979;9,916321459;5072236;1571208;1
161BG022/1;45,79666977;9,91604997;5071878;1571191;5
161BG024/3;45,80440067;9,900257775;5072723;1569954;1
161BG025/2;45,7974705;9,911585264;5071963;1570843;4
161BG034/1;45,79884;9,90233003;5072107;1570122;1
